source,target,seed,method,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,mcc,roc_auc,pr_auc,brier,tn,fp,fn,tp
cleveland,va_long_beach,5,dual_head_source_only,0.73,0.6769311751546256,0.841726618705036,0.785234899328859,0.5686274509803921,0.8125,0.33499649439042123,0.7397683905777076,0.8849690202496626,0.17295877635478973,29,22,32,117
cleveland,va_long_beach,5,dlar_lcl,0.735,0.6867350967232531,0.8478260869565217,0.785234899328859,0.5882352941176471,0.8153310104529616,0.3519644345439879,0.7402947756283722,0.8851917847942707,0.17331276173329033,30,21,32,117
cleveland,hungary,6,dual_head_source_only,0.8061224489795918,0.7928542753914091,0.7247706422018348,0.7452830188679245,0.8404255319148937,0.7348837209302326,0.5822564503733227,0.8653653151344842,0.8289693505762374,0.1491972655057907,158,30,27,79
cleveland,hungary,6,dlar_lcl,0.8027210884353742,0.7901947009233239,0.7181818181818181,0.7452830188679245,0.8351063829787234,0.7314814814814815,0.5758986714094267,0.8652147731834605,0.8290650874695552,0.14823394754659364,157,31,27,79
cleveland,switzerland,6,dual_head_source_only,0.7073170731707317,0.5527173913043478,0.9438202247191011,0.7304347826086957,0.375,0.8235294117647058,0.05813576059502011,0.7434782608695653,0.9776329602351171,0.18563179671764374,3,5,31,84
cleveland,switzerland,6,dlar_lcl,0.7073170731707317,0.5527173913043478,0.9438202247191011,0.7304347826086957,0.375,0.8235294117647058,0.05813576059502011,0.7423913043478261,0.9772837447125458,0.18616945605116292,3,5,31,84
cleveland,va_long_beach,6,dual_head_source_only,0.725,0.6606790367153572,0.8309859154929577,0.7919463087248322,0.5294117647058824,0.8109965635738832,0.30868055212241186,0.7192393736017897,0.8798725887304322,0.1873934417963028,27,24,31,118
cleveland,va_long_beach,6,dlar_lcl,0.72,0.6637715488880116,0.8345323741007195,0.7785234899328859,0.5490196078431373,0.8055555555555556,0.31008042935580454,0.7192393736017898,0.8799373340604753,0.18808954125870828,28,23,33,116
cleveland,hungary,7,dual_head_source_only,0.8061224489795918,0.7907968687274187,0.7289719626168224,0.7358490566037735,0.8457446808510638,0.7323943661971831,0.5804153460814016,0.854124849458049,0.8196515943528918,0.1496557593345642,159,29,28,78
cleveland,hungary,7,dlar_lcl,0.8061224489795918,0.7887394620634283,0.7333333333333333,0.7264150943396226,0.851063829787234,0.7298578199052133,0.5786852919443494,0.8539743075070252,0.8193075293442159,0.14823810135669802,160,28,29,77
cleveland,switzerland,7,dual_head_source_only,0.7235772357723578,0.6195652173913043,0.9550561797752809,0.7391304347826086,0.5,0.8333333333333334,0.13185430238045798,0.7304347826086957,0.9765643038014534,0.18568629026412964,4,4,30,85
cleveland,switzerland,7,dlar_lcl,0.7154471544715447,0.6152173913043478,0.9545454545454546,0.7304347826086957,0.5,0.8275862068965517,0.12594084097826574,0.7282608695652174,0.9764294124116295,0.18874363004965153,4,4,31,84
cleveland,va_long_beach,7,dual_head_source_only,0.705,0.6408080010527701,0.8214285714285714,0.7718120805369127,0.5098039215686274,0.7958477508650519,0.2678526257251177,0.7206869324911174,0.8815825345759091,0.182706817984581,26,25,34,115
cleveland,va_long_beach,7,dlar_lcl,0.695,0.6405448085274379,0.8235294117647058,0.7516778523489933,0.5294117647058824,0.7859649122807018,0.26264164202677037,0.7197657586524543,0.8812832675540907,0.18384250588828452,27,24,37,112
cleveland,hungary,8,dual_head_source_only,0.7925170068027211,0.7801585708550782,0.7027027027027027,0.7358490566037735,0.824468085106383,0.7188940092165899,0.5549817882835634,0.8593938177438779,0.8195227373488584,0.1461976021528244,155,33,28,78
cleveland,hungary,8,dlar_lcl,0.7959183673469388,0.7828181453231633,0.7090909090909091,0.7358490566037735,0.8297872340425532,0.7222222222222222,0.5612597115793756,0.8591429144921717,0.8194376877802104,0.1457984741637839,156,32,28,78
cleveland,switzerland,8,dual_head_source_only,0.7642276422764228,0.6413043478260869,0.9574468085106383,0.782608695652174,0.5,0.861244019138756,0.16417858509099698,0.7521739130434784,0.9786656227497915,0.15886493027210236,4,4,25,90
cleveland,switzerland,8,dlar_lcl,0.7642276422764228,0.6413043478260869,0.9574468085106383,0.782608695652174,0.5,0.861244019138756,0.16417858509099698,0.7510869565217391,0.9785493816499837,0.16079245689431898,4,4,25,90
cleveland,va_long_beach,8,dual_head_source_only,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7252928016844322,0.8785010371748865,0.17730452120304108,23,28,21,128
cleveland,va_long_beach,8,dlar_lcl,0.75,0.6516646927227266,0.8193548387096774,0.8523489932885906,0.45098039215686275,0.8355263157894737,0.3166070647818646,0.7255559942097644,0.8785629879947231,0.1781633884790524,23,28,22,127
cleveland,hungary,9,dual_head_source_only,0.7993197278911565,0.7834203131272581,0.719626168224299,0.7264150943396226,0.8404255319148937,0.7230046948356808,0.5656921267761443,0.8651144118827779,0.8255486954048843,0.14351558685302734,158,30,29,77
cleveland,hungary,9,dlar_lcl,0.7993197278911565,0.7834203131272581,0.719626168224299,0.7264150943396226,0.8404255319148937,0.7230046948356808,0.5656921267761443,0.8642111601766359,0.8247247225258769,0.14322379824267653,158,30,29,77
cleveland,switzerland,9,dual_head_source_only,0.7317073170731707,0.6820652173913043,0.9659090909090909,0.7391304347826086,0.625,0.8374384236453202,0.19901029116848595,0.75,0.9787596983997977,0.166548952460289,5,3,30,85
cleveland,switzerland,9,dlar_lcl,0.7317073170731707,0.6820652173913043,0.9659090909090909,0.7391304347826086,0.625,0.8374384236453202,0.19901029116848595,0.7478260869565218,0.9784881959971934,0.16757503631830076,5,3,30,85
cleveland,va_long_beach,9,dual_head_source_only,0.76,0.6712725358599816,0.8300653594771242,0.8523489932885906,0.49019607843137253,0.8410596026490066,0.35212860116347333,0.7401631793657059,0.8838886778423672,0.17425251007080078,25,26,22,127
cleveland,va_long_beach,9,dlar_lcl,0.765,0.681076457428609,0.8355263157894737,0.8523489932885906,0.5098039215686274,0.8438538205980066,0.3695964529864684,0.7400315831030398,0.8838698927937024,0.17502552760048723,26,25,22,127
hungary,cleveland,0,dual_head_source_only,0.8052805280528053,0.794898227759256,0.8773584905660378,0.6690647482014388,0.9207317073170732,0.7591836734693878,0.616233688340738,0.8712493419898227,0.8643130877964724,0.15006880462169647,151,13,46,93
hungary,cleveland,0,dlar_lcl,0.8052805280528053,0.794898227759256,0.8773584905660378,0.6690647482014388,0.9207317073170732,0.7591836734693878,0.616233688340738,0.8709422705737848,0.8639674384854229,0.1496510439092477,151,13,46,93
hungary,switzerland,0,dual_head_source_only,0.5853658536585366,0.6619565217391304,0.9705882352941176,0.5739130434782609,0.75,0.7213114754098361,0.16065215267620223,0.7434782608695653,0.972975926103343,0.24816147983074188,6,2,49,66
hungary,switzerland,0,dlar_lcl,0.5772357723577236,0.6576086956521738,0.9701492537313433,0.5652173913043478,0.75,0.7142857142857143,0.15608913337632405,0.7456521739130435,0.9736582003508347,0.25236647055052164,6,2,50,65
hungary,va_long_beach,0,dual_head_source_only,0.665,0.6784445321752862,0.8660714285714286,0.6510067114093959,0.7058823529411765,0.7432950191570882,0.31337266829260646,0.739242005527043,0.8881526296672928,0.22016166150569916,36,15,52,97
hungary,va_long_beach,0,dlar_lcl,0.655,0.6717331227793131,0.8636363636363636,0.6375838926174496,0.7058823529411765,0.7335907335907336,0.30091558951126235,0.7398999868403737,0.8882553530452382,0.22311374088411043,36,15,54,95
hungary,cleveland,1,dual_head_source_only,0.768976897689769,0.7564265660642218,0.8484848484848485,0.60431654676259,0.9085365853658537,0.7058823529411765,0.5448659333355749,0.8624320056150201,0.847182602007422,0.15855282545089722,149,15,55,84
hungary,cleveland,1,dlar_lcl,0.7656765676567657,0.7528294437620635,0.8469387755102041,0.5971223021582733,0.9085365853658537,0.70042194092827,0.5386380145573301,0.8622565362344271,0.8472268649856785,0.15860248311813432,149,15,56,83
hungary,switzerland,1,dual_head_source_only,0.5691056910569106,0.6532608695652173,0.9696969696969697,0.5565217391304348,0.75,0.7071823204419889,0.15158135991885408,0.7380434782608696,0.9757360132719219,0.27018970251083374,6,2,51,64
hungary,switzerland,1,dlar_lcl,0.5609756097560976,0.6489130434782608,0.9692307692307692,0.5478260869565217,0.75,0.7,0.1471248300041043,0.7402173913043478,0.9761763700166265,0.2747939473697303,6,2,52,63
hungary,va_long_beach,1,dual_head_source_only,0.66,0.6815370443479405,0.8715596330275229,0.6375838926174496,0.7254901960784313,0.7364341085271318,0.31778949224031666,0.726082379260429,0.882735001120097,0.2299567461013794,37,14,54,95
hungary,va_long_beach,1,dlar_lcl,0.66,0.6815370443479405,0.8715596330275229,0.6375838926174496,0.7254901960784313,0.7364341085271318,0.31778949224031666,0.7266087643110937,0.8831931674702702,0.2325924038857151,37,14,54,95
hungary,cleveland,2,dual_head_source_only,0.7755775577557755,0.7619757852254782,0.8736842105263158,0.5971223021582733,0.926829268292683,0.7094017094017094,0.562764897476101,0.8703281277417091,0.8663481581598853,0.1550050526857376,152,12,56,83
hungary,cleveland,2,dlar_lcl,0.7755775577557755,0.7619757852254782,0.8736842105263158,0.5971223021582733,0.926829268292683,0.7094017094017094,0.562764897476101,0.8703719950868573,0.8660551617509565,0.15467894779222952,152,12,56,83
hungary,switzerland,2,dual_head_source_only,0.5447154471544715,0.6402173913043478,0.9682539682539683,0.5304347826086957,0.75,0.6853932584269663,0.13835023219887418,0.7391304347826086,0.9753986053051787,0.28083765506744385,6,2,54,61
hungary,switzerland,2,dlar_lcl,0.5447154471544715,0.6402173913043478,0.9682539682539683,0.5304347826086957,0.75,0.6853932584269663,0.13835023219887418,0.7391304347826086,0.9756660070029097,0.2857221518249873,6,2,54,61
hungary,va_long_beach,2,dual_head_source_only,0.645,0.6779181471246216,0.875,0.610738255033557,0.7450980392156863,0.7193675889328063,0.3104389306973328,0.7396367943150415,0.88817655833182,0.22963012754917145,38,13,58,91
hungary,va_long_beach,2,dlar_lcl,0.64,0.681010659297276,0.8811881188118812,0.5973154362416108,0.7647058823529411,0.712,0.3155978848912901,0.7393736017897091,0.8881881950429281,0.23256476202554435,39,12,60,89
hungary,cleveland,3,dual_head_source_only,0.801980198019802,0.792946130900158,0.8558558558558559,0.6834532374100719,0.9024390243902439,0.76,0.6059474783344345,0.8666432707492544,0.8572101484201116,0.14996333420276642,148,16,44,95
hungary,cleveland,3,dlar_lcl,0.8085808580858086,0.8001403755044745,0.8584070796460177,0.697841726618705,0.9024390243902439,0.7698412698412699,0.6185398990724811,0.8663800666783648,0.8580594189810099,0.14931123916633238,148,16,42,97
hungary,switzerland,3,dual_head_source_only,0.5772357723577236,0.6576086956521738,0.9701492537313433,0.5652173913043478,0.75,0.7142857142857143,0.15608913337632405,0.7293478260869566,0.9715138717577241,0.24968399107456207,6,2,50,65
hungary,switzerland,3,dlar_lcl,0.5853658536585366,0.6619565217391304,0.9705882352941176,0.5739130434782609,0.75,0.7213114754098361,0.16065215267620223,0.7239130434782608,0.9709710464034366,0.24901264336367734,6,2,49,66
hungary,va_long_beach,3,dual_head_source_only,0.65,0.6683774180813264,0.8623853211009175,0.6308724832214765,0.7058823529411765,0.7286821705426356,0.2947529215813593,0.7284511119884194,0.8862944508477294,0.22069284319877625,36,15,55,94
hungary,va_long_beach,3,dlar_lcl,0.65,0.6683774180813264,0.8623853211009175,0.6308724832214765,0.7058823529411765,0.7286821705426356,0.2947529215813593,0.7289774970390841,0.8861981641879817,0.22149731628752023,36,15,55,94
hungary,cleveland,4,dual_head_source_only,0.7887788778877888,0.7780092998771715,0.8571428571428571,0.6474820143884892,0.9085365853658537,0.7377049180327869,0.5822257368517296,0.8614669240217583,0.8629657757683942,0.15352730453014374,149,15,49,90
hungary,cleveland,4,dlar_lcl,0.7887788778877888,0.7785576416915249,0.8504672897196262,0.6546762589928058,0.9024390243902439,0.7398373983739838,0.5808372656688111,0.8615546587120547,0.8633757792874693,0.1528059736588589,148,16,48,91
hungary,switzerland,4,dual_head_source_only,0.5528455284552846,0.7027173913043478,0.9838709677419355,0.5304347826086957,0.875,0.6892655367231638,0.19996507753873502,0.7793478260869565,0.9789860492855701,0.2577563524246216,7,1,54,61
hungary,switzerland,4,dlar_lcl,0.5528455284552846,0.7027173913043478,0.9838709677419355,0.5304347826086957,0.875,0.6892655367231638,0.19996507753873502,0.7782608695652173,0.979058401739495,0.2568012470057645,7,1,54,61
hungary,va_long_beach,4,dual_head_source_only,0.64,0.6874588761679168,0.8888888888888888,0.5906040268456376,0.7843137254901961,0.7096774193548387,0.32684055763550907,0.7333201737070667,0.8834286916449984,0.22100162506103516,40,11,61,88
hungary,va_long_beach,4,dlar_lcl,0.635,0.6841031714699303,0.8877551020408163,0.5838926174496645,0.7843137254901961,0.7044534412955465,0.3210379430829517,0.7339781550203974,0.8838112095130052,0.22349559517475867,40,11,62,87
hungary,cleveland,5,dual_head_source_only,0.801980198019802,0.792946130900158,0.8558558558558559,0.6834532374100719,0.9024390243902439,0.76,0.6059474783344345,0.8505000877346902,0.8503858447055704,0.16155757009983063,148,16,44,95
hungary,cleveland,5,dlar_lcl,0.7986798679867987,0.789897350412353,0.8482142857142857,0.6834532374100719,0.8963414634146342,0.7569721115537849,0.5985189024807679,0.8505878224249869,0.8501186075874961,0.160715769886865,147,17,44,95
hungary,switzerland,5,dual_head_source_only,0.5853658536585366,0.6619565217391304,0.9705882352941176,0.5739130434782609,0.75,0.7213114754098361,0.16065215267620223,0.7434782608695653,0.9765810873458984,0.23669478297233582,6,2,49,66
hungary,switzerland,5,dlar_lcl,0.5853658536585366,0.6619565217391304,0.9705882352941176,0.5739130434782609,0.75,0.7213114754098361,0.16065215267620223,0.7434782608695653,0.9765810873458984,0.23815562860503547,6,2,49,66
hungary,va_long_beach,5,dual_head_source_only,0.675,0.6980523753125412,0.8818181818181818,0.6510067114093959,0.7450980392156863,0.749034749034749,0.3470329212371263,0.7434530859323595,0.8860306522656628,0.20357821881771088,38,13,52,97
hungary,va_long_beach,5,dlar_lcl,0.675,0.6980523753125412,0.8818181818181818,0.6510067114093959,0.7450980392156863,0.749034749034749,0.3470329212371263,0.7437162784576918,0.8861608054344328,0.20483275737720355,38,13,52,97
hungary,cleveland,6,dual_head_source_only,0.7557755775577558,0.7381996841551148,0.9012345679012346,0.5251798561151079,0.9512195121951219,0.6636363636363637,0.5363910273435976,0.8670380768555888,0.8615771390911934,0.16997841000556946,156,8,66,73
hungary,cleveland,6,dlar_lcl,0.7557755775577558,0.7381996841551148,0.9012345679012346,0.5251798561151079,0.9512195121951219,0.6636363636363637,0.5363910273435976,0.8670380768555888,0.8603073962223178,0.168869141222758,156,8,66,73
hungary,switzerland,6,dual_head_source_only,0.5203252032520326,0.6853260869565218,0.9827586206896551,0.4956521739130435,0.875,0.6589595375722543,0.18310060960364807,0.7554347826086956,0.9786464649530635,0.29398396611213684,7,1,58,57
hungary,switzerland,6,dlar_lcl,0.5203252032520326,0.6853260869565218,0.9827586206896551,0.4956521739130435,0.875,0.6589595375722543,0.18310060960364807,0.7565217391304347,0.9788355008698877,0.29468847724756947,7,1,58,57
hungary,va_long_beach,6,dual_head_source_only,0.605,0.6639689432820108,0.8804347826086957,0.5436241610738255,0.7843137254901961,0.6721991701244814,0.2867900134372203,0.7223976839057771,0.8800852681994952,0.24978679418563843,40,11,68,81
hungary,va_long_beach,6,dlar_lcl,0.6,0.6541650217133833,0.8709677419354839,0.5436241610738255,0.7647058823529411,0.6694214876033058,0.2694391521527339,0.7227924726937756,0.8800046481521758,0.25021897876218147,39,12,68,81
hungary,cleveland,7,dual_head_source_only,0.7920792079207921,0.7810580803649763,0.8653846153846154,0.6474820143884892,0.9146341463414634,0.7407407407407407,0.5899459005843126,0.8598438322512721,0.8516471254801533,0.156935915350914,150,14,49,90
hungary,cleveland,7,dlar_lcl,0.7854785478547854,0.7738638357606598,0.8627450980392157,0.6330935251798561,0.9146341463414634,0.7302904564315352,0.5775583830373854,0.8595806281803825,0.8514716878544635,0.15664360106939929,150,14,51,88
hungary,switzerland,7,dual_head_source_only,0.5284552845528455,0.6315217391304349,0.9672131147540983,0.5130434782608696,0.75,0.6704545454545454,0.12973605566856267,0.708695652173913,0.9714457738346449,0.2716257870197296,6,2,56,59
hungary,switzerland,7,dlar_lcl,0.5284552845528455,0.6315217391304349,0.9672131147540983,0.5130434782608696,0.75,0.6704545454545454,0.12973605566856267,0.7119565217391305,0.9724158621111293,0.2751478789787195,6,2,56,59
hungary,va_long_beach,7,dual_head_source_only,0.64,0.6745624424266351,0.8737864077669902,0.6040268456375839,0.7450980392156863,0.7142857142857143,0.3044770395159637,0.7322674036057376,0.8855689257907566,0.2229819893836975,38,13,59,90
hungary,va_long_beach,7,dlar_lcl,0.645,0.6843663639952625,0.8823529411764706,0.6040268456375839,0.7647058823529411,0.7171314741035857,0.3214968965398251,0.7321358073430715,0.8854705429928695,0.22573433649365568,39,12,59,90
hungary,cleveland,8,dual_head_source_only,0.7920792079207921,0.780509738550623,0.8725490196078431,0.6402877697841727,0.9207317073170732,0.7385892116182573,0.5915740958405511,0.8701526583611159,0.8602739881487266,0.15113936364650726,151,13,50,89
hungary,cleveland,8,dlar_lcl,0.7920792079207921,0.780509738550623,0.8725490196078431,0.6402877697841727,0.9207317073170732,0.7385892116182573,0.5915740958405511,0.8700649236708193,0.8605149953006055,0.150865507488797,151,13,50,89
hungary,switzerland,8,dual_head_source_only,0.6178861788617886,0.621195652173913,0.9594594594594594,0.6173913043478261,0.625,0.7513227513227513,0.12209476674090974,0.7380434782608696,0.9749845278614311,0.23285527527332306,5,3,44,71
hungary,switzerland,8,dlar_lcl,0.6178861788617886,0.621195652173913,0.9594594594594594,0.6173913043478261,0.625,0.7513227513227513,0.12209476674090974,0.7380434782608696,0.9751171653913289,0.23502926010766712,5,3,44,71
hungary,va_long_beach,8,dual_head_source_only,0.655,0.6588366890380313,0.8508771929824561,0.6510067114093959,0.6666666666666666,0.7376425855513308,0.2796774119968835,0.7347677325963943,0.8795408770129974,0.21574938297271729,34,17,52,97
hungary,va_long_beach,8,dlar_lcl,0.655,0.6588366890380313,0.8508771929824561,0.6510067114093959,0.6666666666666666,0.7376425855513308,0.2796774119968835,0.7341097512830635,0.8789278145655004,0.2189861021185057,34,17,52,97
hungary,cleveland,9,dual_head_source_only,0.7920792079207921,0.7837997894367432,0.8333333333333334,0.6834532374100719,0.8841463414634146,0.7509881422924901,0.5838322229558687,0.8737497806632742,0.8623740809133114,0.1495445817708969,145,19,44,95
hungary,cleveland,9,dlar_lcl,0.7986798679867987,0.7909940340410598,0.8362068965517241,0.697841726618705,0.8841463414634146,0.7607843137254902,0.5966142292947516,0.8736620459729776,0.86257521678311,0.14844911558023344,145,19,42,97
hungary,switzerland,9,dual_head_source_only,0.5934959349593496,0.6081521739130435,0.9577464788732394,0.591304347826087,0.625,0.7311827956989247,0.1079762689325662,0.7271739130434783,0.9724019186757826,0.24797849357128143,5,3,47,68
hungary,switzerland,9,dlar_lcl,0.5934959349593496,0.6081521739130435,0.9577464788732394,0.591304347826087,0.625,0.7311827956989247,0.1079762689325662,0.7260869565217392,0.9722572541659323,0.24795023185572618,5,3,47,68
hungary,va_long_beach,9,dual_head_source_only,0.66,0.6944334780892223,0.8857142857142857,0.6241610738255033,0.7647058823529411,0.7322834645669292,0.3394085753236628,0.7480589551256743,0.888830597817996,0.2128838747739792,39,12,56,93
hungary,va_long_beach,9,dlar_lcl,0.66,0.6944334780892223,0.8857142857142857,0.6241610738255033,0.7647058823529411,0.7322834645669292,0.3394085753236628,0.7484537439136728,0.889063319848841,0.2149646606716542,39,12,56,93
switzerland,cleveland,0,dual_head_source_only,0.45874587458745875,0.5,0.45874587458745875,1.0,0.0,0.6289592760180995,0.0,0.35743112826811724,0.3778984066929927,0.28525617718696594,0,164,0,139
